ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,,Address,Delivery time,Food type,,,,,,,,,,,,,,,,,,,,,,
7674,Beleghata,Kolkata,Mama Mia! - Italian Ice Creams,200,4.7,100,,Beleghata,34,Ice Cream Cakes  Desserts  Bakery  Sweets  Beverages,,,,,,,,,,,,,,,,,,,,,,
7689,Lake Town,Kolkata,Buddha Bites-Jessore Road,300,3.7,1000,,Jessore Road,74,Chinese,Asian,,,,,,,,,,,,,,,,,,,,,
7776,Gopalapuram,Chennai,The Kati Roll Shop,250,4.3,1000,,Cathedral Road,52,Street Food,,,,,,,,,,,,,,,,,,,,,,
7784,Powai Area,Mumbai,Asia Kitchen By Mainland China,850,4.3,100,,Powai Area,55,Asian,Chinese,,,,,,,,,,,,,,,,,,,,,
7826,Alwarpet,Chennai,Benjarong,1500,4.6,100,,Ttk Road,68,Thai,,,,,,,,,,,,,,,,,,,,,,
7828,Mylapore,Chennai,Kaaraikudi,500,3.6,100,,Dr Radhakrishnan Salai,57,Chettinad,,,,,,,,,,,,,,,,,,,,,,
7859,Central Markt Punjabi Bagh,Delhi,Wok In The Clouds,1500,4.5,50,,Punjabi Bagh,72,North Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
7898,Golpark,Kolkata,Crossroad Crystal - Golpark,350,4.1,50,,Golpark,71,Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
7940,Andheri East,Mumbai,99 East,300,2.9,80,,Andheri East,57,North Indian  Chinese  Seafood,,,,,,,,,,,,,,,,,,,,,,
8009,Pashan,Pune,Saffron Multicuisine,400,4.5,20,,Orange County Baner Pashan Link Road,68,Mughlai,North Indian,,,,,,,,,,,,,,,,,,,,,
8040,South Kolkata,Kolkata,Second House,500,2.9,80,,Southern Avenue,84,North Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
8046,Gariahat,Kolkata,Santa'S Fantasea,1200,4.3,100,,Ballygunge Terrace Near Anjali Jewellers Golpark,80,Tribal,Seafood,,,,,,,,,,,,,,,,,,,,,
8093,Punjagutta,Hyderabad,Akson Restaurant,250,4.3,1000,,Panjagutta Road,53,North Indian,Biryani,,,,,,,,,,,,,,,,,,,,,
8139,Kotturpuram,Chennai,Ciclo Cafe,1100,4.4,1000,,Alwarpet,71,Continental,Italian,,,,,,,,,,,,,,,,,,,,,
8175,Paschim Vihar,Delhi,Chawla Kitchen,500,3.8,500,,Punjabi Bagh,48,Chinese,Mughlai,,,,,,,,,,,,,,,,,,,,,
8205,Habsiguda,Hyderabad,Taste Of India,600,4.2,20,,Habsiguda Main Road,67,North Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
8213,Uppal,Hyderabad,Crunchy'S,150,3.8,20,,Uppal Ring Road,72,Italian,American,,,,,,,,,,,,,,,,,,,,,
8241,Indiranagar,Bangalore,Paris Panini - French Street Food,450,4.4,1000,,Hal 3Rd Stage,57,French,Street Food,,,,,,,,,,,,,,,,,,,,,
8272,Alwarpet,Chennai,Ashvita Bistro,500,4.1,20,,Alwarpet,69,Continental,Asian,,,,,,,,,,,,,,,,,,,,,
8275,Alwarpet,Chennai,Gogo Momo,350,4.2,50,,Bava Road,65,Chinese,,,,,,,,,,,,,,,,,,,,,,
8323,Punjabi Bagh,Delhi,Blue Water Grille,600,3.9,100,,Punjabi Bagh,68,North Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
8469,Kasba,Kolkata,Sheerazi,350,4.3,50,,Kasba,68,North Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
8501,Alwarpet,Chennai,Dhabba Express,500,4,100,,Cenotaph Road,62,Punjabi,North Indian,,,,,,,,,,,,,,,,,,,,,
8587,Barabazar Market,Kolkata,Royal Indian Hotel,450,4.3,1000,,Rabindra Sarani,36,North Indian,Biryani,,,,,,,,,,,,,,,,,,,,,
8687,Manicktala,Kolkata,Urbans Cafe,350,4.2,20,,Near Balika Shiksha Sadan,46,Chinese,Mexican,,,,,,,,,,,,,,,,,,,,,
8688,Punjagutta,Hyderabad,Friends Shawarma,200,4.3,100,,Road No 3,61,Lebanese,,,,,,,,,,,,,,,,,,,,,,
8698,Maniktala,Kolkata,New Paul Dhaba,400,3.9,1000,,Maniktala,42,North Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
8708,Esplanade,Kolkata,Lazzat,300,4.1,100,,Pearl Road Lower Range Beck Bagan,50,Chinese,,,,,,,,,,,,,,,,,,,,,,
8751,Kankurgachi,Kolkata,Caafe 360 Degree- Kakurgachi,500,3.9,100,,C.I.T. Road,59,Italian,Chinese,,,,,,,,,,,,,,,,,,,,,
8766,Ashok Nagar,Bangalore,Beijing Bites,450,4.2,500,,Richmond Road,33,Chinese,,,,,,,,,,,,,,,,,,,,,,
8856,Thousand Lights,Chennai,Ox & Tomato,500,4.4,50,,Opp To Ather Bike Showroom,55,Italian,Pizzas,,,,,,,,,,,,,,,,,,,,,
8894,Mylapore,Chennai,Fresh Baked Goodness,250,4.7,500,,Mylapore,63,Bakery,,,,,,,,,,,,,,,,,,,,,,
8912,Taltala,Kolkata,Subway,350,4.3,500,,Park Street,49,Fast Food  Healthy Food  Salads  Snacks  Desserts  Beverages,,,,,,,,,,,,,,,,,,,,,,
8952,Alwarpet,Chennai,Absolute Thai,1400,4.4,100,,Teynampet,71,Thai,Pan-Asian,,,,,,,,,,,,,,,,,,,,,
9014,West Marredpally,Hyderabad,Triple A Bakery,100,3.9,100,,West Marredpally Road,70,Italian  Bakery,,,,,,,,,,,,,,,,,,,,,,
9035,Powaiandheri East,Mumbai,Forks And Spoons (Gourmet Chinese & Thai),200,4.1,100,,Andheri East,48,Chinese,Thai,,,,,,,,Combo,European,Turkish,Asian,British,Salads,German,,,,,,,
9052,Santacruz East,Mumbai,Subway,350,4.4,500,,Central Plaza Kalina,29,Fast Food,Salads,,,,,,,,,,,,,,,,,,,,,
9058,Thousand Lights,Chennai,Sandy'S,700,4.3,500,,Wallace Garden,54,Desserts,Continental,,,,,,,,,,,,,,,,,,,,,
9098,Nungambakkam,Chennai,Mexicano Griller,800,3.9,20,,Nungambakkam,64,Mexican,Continental,,,,,,,,,,,,,,,,,,,,,
9104,Vasanth Nagar,Bangalore,Rolls On Wheels,300,4.3,100,,Cunnigham Road,38,Fast Food,,,,,,,,,,,,,,,,,,,,,,
9113,Thousand Lights,Chennai,Tuscana Pizzeria,1200,4.1,50,,Nugambakkam,60,Italian,,,,,,,,,,,,,,,,,,,,,,
9121,Thousand Lights,Chennai,Mamagoto,900,4.3,100,,Nugambakkam,55,Chinese,Asian,,,,,,,,,,,,,,,,,,,,,
9127,Nungambakkam,Chennai,Eatza Pizza,600,4.1,20,,Nugambakkam,58,Italian,Pizzas,,,,,,,,,,,,,,,,,,,,,
9215,Bidhannagar,Kolkata,Veg Dhaba,100,4,100,,Salt Lake,58,North Indian,Indian,,,,,,,,,,,,,,,,,,,,,
9235,Kasba,Kolkata,Glace Patisserie,250,4.4,100,,Near Bondel Road Shitala Mandir,68,Desserts,Bakery,,,,,,,,,,,,,,,,,,,,,
9250,Gopalapuram,Chennai,Bayleaf Otg (On The Go),250,4.4,100,,Gopalapuram,55,Bengali,North Indian,,,,,,,,,,,,,,,,,,,,,
9292,Murad Nagar,Hyderabad,Food Zone 2,300,4,500,,Guddimmalkapur Road,46,Mughlai,Chinese,,,,,,,,,,,,,,,,,,,,,
9304,Redhills,Hyderabad,Rayalaseema Ruchulu,450,4,500,,Lakdikapul,39,South Indian,Biryani,,,,,,,,,,,,,,,,,,,,,
9317,Andheri East,Mumbai,Food Rush,550,4,500,,Andheri East,52,Mughlai,North Indian,,,,,,,,,,,,,,,,,,,,,
9344,Vadapalani,Chennai,King Sandwich,200,4.3,100,,Kodambakkam,71,Fast Food,,,,,,,,,,,,,,,,,,,,,,
9368,Alwarpet,Chennai,Sachin Ka Dhabba,500,4.1,50,,Cenetoph Road,69,Punjabi,North Indian,,,,,,,,,,,,,,,,,,,,,
9371,Mohammed Wadi,Pune,Big Daddy'S,250,4.1,1000,,Nibm Road,70,Fast Food,American,,,,,,,,,,,,,,,,,,,,,
9390,Garfa,Kolkata,Maa Trinayani,200,4.2,100,,Near Lakhan Kuthir,88,Mughlai,Indian,,,,,,,,,,,,,,,,,,,,,
9415,Ashok Nagar,Bangalore,Smoor,300,4.3,100,,1Mg Road,49,Desserts,Asian,,,,,,,,,,,,,,,,,,,,,
9454,Kothrud,Pune,Cafe Eastwood,700,4.4,50,,Chintamani Pride Near Citypride,58,North Indian,Continental,,,,,,,,,,,,,,,,,,,,,
9476,Kondhwa,Pune,Jazz Pizza,300,3.9,20,,Nibm Road,72,Italian,Pizzas,,,,,,,,,,,,,,,,,,,,,
9502,T. Nagar,Chennai,10 Downing Street,1000,4,20,,T- Nagar,77,Indian,Continental,,,,,,,,,,,,,,,,,,,,,
9577,Marol Sakinaka,Mumbai,The Bar Stock Exchange,1300,2.9,80,,Andheri East,59,North Indian,Mexican,,,,,,,,,,,,,,,,,,,,,
9739,Pitampura,Delhi,Mikky Peshawari Chicken & Fish (Since 1998),250,4,100,,Nsp,53,North Indian,Mughlai,,,,,,,,Afghani,Thalis,Combo,Snacks,Barbecue,Home Food,Lucknowi,,,,,,,
9755,Pitam Pura,Delhi,Shake Square,250,3.9,50,,Jd Block Ashiana Chowk,50,Ice Cream,Beverages,,,,,,,,,,,,,,,,,,,,,
9757,Pitam Pura,Delhi,Shut Up & Eat,250,4.1,100,,Nsp,27,Indian,,,,,,,,,,,,,,,,,,,,,,
9777,Near Rupbani Cinema,Kolkata,Koshe Kosha-Hatibagan,500,4.4,100,,Near Rupbani Cinema,43,Bengali,,,,,,,,,,,,,,,,,,,,,,
9781,Bhowanipore,Kolkata,Bikers Cafe,1100,4.2,100,,Near Forum Mall,65,Italian,Desserts,,,,,,,,,,,,,,,,,,,,,
9782,Bidhannagar,Kolkata,Legacy Of China,400,4.1,100,,Near Sdf Bus Stop,80,North Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
9786,East Kolkata Township,Kolkata,Royal Jade,450,4.5,500,,Near Siemens,76,Chinese,,,,,,,,,,,,,,,,,,,,,,
9850,Thousand Lights,Chennai,The Marina,1500,4.4,100,,Nugambakkam,49,Seafood,,,,,,,,,,,,,,,,,,,,,,
9862,Santacruz East,Mumbai,Pizza Hut,300,3.8,500,,Bkc,33,Pizzas,Fast Food,,,,,,,,,,,,,,,,,,,,,
9883,Vadapalani,Chennai,Hotel Pandia'S,400,4.2,1000,,Vadapalani,77,Chettinad,North Indian,,,,,,,,,,,,,,,,,,,,,
9911,Ashok Nagar,Bangalore,Fresh Pressery Cafe,1000,4.2,100,,Cbd,33,Italian,Salads,,,,,,,,,,,,,,,,,,,,,
9923,Thousand Lights,Chennai,Bombay Brasserie,900,4.3,100,,Nugambakkam,48,Indian,,,,,,,,,,,,,,,,,,,,,,
9932,Mylapore,Chennai,Kaidi Kitchen,900,4.5,100,,Bishop Wallers Avenue,63,North Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
9979,South Kolkata,Kolkata,Chopstick - Ballygunge,400,3.7,100,,South Kolkata,64,Chinese,,,,,,,,,,,,,,,,,,,,,,
9984,Lake Town,Kolkata,Chennai Xpress,300,4.1,500,,Near Hdfc Bank,74,South Indian,North Indian,,,,,,,,,,,,,,,,,,,,,
10062,Somajiguda,Hyderabad,Kritunga Restaurant,500,4,1000,,Somajiguda,52,Biryani,Andhra,,,,,,,,,,,,,,,,,,,,,
10085,Murad Nagar,Hyderabad,Bakers Street,250,4.2,500,,Gudimalkatur Road,49,Bakery  Continental,,,,,,,,,,,,,,,,,,,,,,
10094,Pulikeshi Nagar,Bangalore,Delicacy,400,4.2,500,,Cox Town,56,Chinese,Thai,,,,,,,,,,,,,,,,,,,,,
10113,Anna Nagar,Chennai,Coco Jaunt 1728,500,4.3,50,,4Th Main Road,68,Bakery,Cafe,,,,,,,,,,,,,,,,,,,,,
10178,Kilpauk,Chennai,Parfait Cakes N Bakes,300,3.5,20,,Manikeshwari Road,49,Bakery,Desserts,,,,,,,,,,,,,,,,,,,,,
10186,Kilpauk,Chennai,Wangs Kitchen,350,4.1,100,,Kellys,46,Chinese,Fast Food,,,,,,,,,,,,,,,,,,,,,
10208,Rohini,Delhi,Burger King,350,4.3,1000,,D Mall Twin District Center,35,American,Fast Food,,,,,,,,,,,,,,,,,,,,,
10212,Ashok Nagar,Bangalore,Hotel Tom'S Restaurant,400,4.4,100,,Brigade Road,35,Mangalorean,Biryani,,,,,,,,,,,,,,,,,,,,,
10238,Ashok Nagar,Bangalore,Smoke House Deli,800,4.5,500,,Lavelle Road,39,European,Italian,,,,,,,,,,,,,,,,,,,,,
10275,Anna Nagar,Chennai,Kim Ling,800,4.4,500,,Teja Tower,64,Chinese,,,,,,,,,,,,,,,,,,,,,,
10285,Rohini,Delhi,Bombay Indianese Treat,300,2.9,80,,Prashant Vihar,61,Chinese,,,,,,,,,,,,,,,,,,,,,,
10298,Sector 7 Rohini,Delhi,Chalte Firte Momos & Special Foods,200,3.8,100,,Sector 7,36,Chinese,Fast Food,,,,,,,,,,,,,,,,,,,,,
10312,Sector 8 Rohini,Delhi,Patiala Shahi Chicken Corner,400,4.1,100,,Sector 8,36,North Indian,Beverages,,,,,,,,,,,,,,,,,,,,,
10323,Prashant Vihar Rohini,Delhi,Subway,350,4.1,500,,Fun City Mall Prashant Vihar,53,Fast Food,Salads,,,,,,,,,,,,,,,,,,,,,
10327,Sector 14 Rohini,Delhi,Pooran'S Ambala Wale,250,4,100,,Sector 14,48,North Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
10336,Rohini,Delhi,Chit Chat,300,4.3,20,,Dda Market Sector 13,50,North Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
10362,Shyam Bazar,Kolkata,Aminia- Hatibagan,500,4.3,1000,,Near Northland Nursing Home,50,Biryani,Mughlai,,,,,,,,,,,,,,,,,,,,,
10367,Shyam Bazar,Kolkata,Pizza Hut,350,4.1,1000,,Shyambazar (218),49,Fast Food  Pizzas,,,,,,,,,,,,,,,,,,,,,,
10376,Jodhpur Park,Kolkata,Hanglaatherium,350,4.3,500,,Near Sanhati Park,84,Biryani,Indian,,,,,,,,,,,,,,,,,,,,,
10389,Prashant Vihar Rohini,Delhi,Bombay Bar-Be-Que,400,4.2,100,,Prashant Vihar,57,Indian,,,,,,,,,,,,,,,,,,,,,,
10475,Kachiguda,Hyderabad,Urban Munchies,150,2.9,80,,Adikmet Vidyanagar,42,Ice Cream,Desserts,,,,,,,,,,,,,,,,,,,,,
10485,Visharant Wadi,Pune,Rk Pure Veg,300,3.8,500,,Tingre Nagar,62,Mughlai,North Indian,,,,,,,,,,,,,,,,,,,,,
10502,Visharant Wadi,Pune,Afc American Fried Chicken,300,4,100,,Vishrantwadi Chowk,65,Fast Food,,,,,,,,,,,,,,,,,,,,,,
10522,Park Street Area,Kolkata,Flurys Park Street,1000,4.5,100,,Park Street,45,Continental,,,,,,,,,,,,,,,,,,,,,,
10525,Ballygunge,Kolkata,The Wall,1300,4.1,100,,Southern Avenue,75,Chinese,Seafood,,,,,,,,,,,,,,,,,,,,,
10537,Mylapore,Chennai,Grill Box,600,4.3,100,,Rk Salai,58,Tandoor,North Indian,,,,,,,,,,,,,,,,,,,,,
10549,Bkc,Mumbai,Brijwasi Sweets Original Since 1946,150,4.2,100,,Bkc,43,Street Food,Desserts,,,,,,,,,,,,,,,,,,,,,
10575,Langford Gardens,Bangalore,Pizza Hut,600,3.8,100,,O'Shngness Road,36,Pizzas,Fast Food,,,,,,,,,,,,,,,,,,,,,
10601,Ballygunge,Kolkata,6 Ballygunge Place Ballygunge,1000,4.5,100,,Ballygunge,71,Bengali,,,,,,,,,,,,,,,,,,,,,,
10730,Banjara Hills,Hyderabad,Radisson Blu Plaza Delivery,1200,3.7,20,,Road No 6,82,Chinese,Biryani,,,,,,,,,,,,,,,,,,,,,
10731,Near 7 Point Crossing,Kolkata,Arsalan Park Circus,700,4.3,1000,,Near 7 Point Crossing,51,Biryani  Mughlai  North Indian  Indian  Kebabs  Tandoor  Awadhi,,,,,,,,,,,,,,,,,,,,,,
10750,Lakdikapul,Hyderabad,Shahji Ka Dhaba,400,4.3,100,,Veer Nagar,44,North Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
10806,Andheri East,Mumbai,Gurukripa,500,4.3,100,,Thunga Village,50,North Indian  Chinese  Seafood,,,,,,,,,,,,,,,,,,,,,,
10834,T. Nagar,Chennai,Basil With A Twist,1500,4.1,50,,Habibullah Road,63,Continental,European,,,,,,,,,,,,,,,,,,,,,
10847,Gultekdi,Pune,Kaveri,500,4.2,100,,Market Yard,52,Maharashtrian,Punjabi,,,,,,,,,,,,,,,,,,,,,
10852,Hadapsar,Pune,Indian Tadka - Taste Punjab Da,300,3.9,500,,S.No. 181,76,North Indian,Indian,,,,,,,,,,,,,,,,,,,,,
10855,Ballygunge,Kolkata,Wise Owl Steak House,1000,4,50,,Purna Das Road Hindustan Park,75,Continental,European,,,,,,,,,,,,,,,,,,,,,
10951,Mumbai,Mumbai,Hanuman Restaurant,700,4.5,100,,Near Cinemax,45,Street Food,North Indian,,,,,,,,,,,,,,,,,,,,,
10972,Andheri East,Mumbai,Cocoon - Dragonfly Hotel,400,4.4,20,,Chakala,59,North Indian  Chinese,,,,,,,,,,,,,,,,,,,,,,
11043,Alwarpet,Chennai,Truly Scrumptious,350,4.5,50,,Ra Puram,69,Ice Cream,Desserts,,,,,,,,,,,,,,,,,,,,,
11051,Kodambakkam,Chennai,Midnight Masala,300,3.8,50,,Arcot Road,73,North Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
11092,Banjara Hills,Hyderabad,Karachi Bakery Banjara,200,4.1,1000,,Road No 1,56,Bakery,Pizzas,,,,,,,,,,,,,,,,,,,,,
11162,Dilsukhnagar,Hyderabad,Desi Pizza,200,3.9,20,,P And T Colony Road,50,Pizzas,,,,,,,,,,,,,,,,,,,,,,
11188,Bibwewadi,Pune,Khushboo,500,4.3,50,,Kondhwa,56,North Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
11316,Anna Nagar,Chennai,Mainland China,850,4.3,500,,5Th Avenue,72,Chinese,Oriental,,,,,,,,,,,,,,,,,,,,,
11322,Kodambakkam,Chennai,Kairali Kerala Mess,200,4.1,500,,Voc Main Road,77,Kerala,,,,,,,,,,,,,,,,,,,,,,
11510,Khar West,Mumbai,Cairo Grill,400,3.8,20,,3Rd Road,52,Lebanese  Middle Eastern,,,,,,,,,,,,,,,,,,,,,,
11553,Habsiguda,Hyderabad,Suruchi - The Family Restaurant,500,4.2,500,,Habsiguda Circle,58,Biryani,North Indian,,,,,,,,,,,,,,,,,,,,,
11615,Park Street Area,Kolkata,The 6 Russell Street,300,3.8,500,,Near Maidan Metro Station,54,Street Food,Chinese,,,,,,,,,,,,,,,,,,,,,
11723,Gandhi Nagar,Chennai,Swiss Hutte,1200,2.9,80,,Greams Road,50,Mediterranean,Seafood,,,,,,,,,,,,,,,,,,,,,
11834,Punjabi Bagh,Delhi,Grillz N Gravy,500,2.9,80,,Club Road,69,Chinese,Mughlai,,,,,,,,,,,,,,,,,,,,,
11858,Ballygunge,Kolkata,The Corner Courtyard,1100,3.6,20,,Sarat Bose Road Near Hazra,73,Italian,Continental,,,,,,,,,,,,,,,,,,,,,
11929,Chembur,Mumbai,Blisss,300,4.3,100,,Central Avenue Road,43,Desserts  Fast Food  Bakery,,,,,,,,,,,,,,,,,,,,,,
11941,Chembur,Mumbai,The Golden Wok,1200,4.2,50,,Sion Trombay Road,48,Chinese,Seafood,,,,,,,,,,,,,,,,,,,,,
11943,Chembur,Mumbai,Singh Saab,600,4.1,1000,,Rc Marg,50,North Indian,Chinese,,,,,,,,Indian,Grill,,,,,,,,,,,,
12020,Sector 11 Rohini,Delhi,U.S. Burger Point,200,3.7,50,,Near Himalya Public School Sector 7,56,Italian,,,,,,,,,,,,,,,,,,,,,,
12046,Himayatnagar,Hyderabad,Subway,350,4.3,500,,Himayath Nagar Road,33,Fast Food,Salads,,,,,,,,,,,,,,,,,,,,,
12054,Wanowrie,Pune,The Garage Grill,400,4.3,100,,Salunkhe Vihar Road,67,Mughlai,Street Food,,,,,,,,,,,,,,,,,,,,,
12181,Kasba Peth,Pune,Coconut Grove,1000,2.9,80,,Ambedkar Bhavan Station Road,37,Chettinad,North Indian,,,,,,,,,,,,,,,,,,,,,
12401,Ashok Nagar,Bangalore,Portland Steak House,1500,4.1,50,,Off Mg Road,45,American,European,,,,,,,,,,,,,,,,,,,,,
12434,Mumbai,Mumbai,J.J Jalebi,100,3.6,500,,Lbs Marg,25,Desserts,Sweets,,,,,,,,,,,,,,,,,,,,,
12457,Park Street Area,Kolkata,Flavours Of China,1000,4.5,100,,Park Street,67,North Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
12458,Park Street Area,Kolkata,One Step Up,800,4.6,100,,Park Street,61,Continental,,,,,,,,,,,,,,,,,,,,,,
12468,Mylapore,Chennai,The Brew Room,700,4.7,50,,Rk Salai,56,Continental,,,,,,,,,,,,,,,,,,,,,,
12614,Royapettah,Chennai,Hotel Millath,350,4.4,100,,West Cott Road,43,Chinese,South Indian,,,,,,,,,,,,,,,,,,,,,
12624,Thousand Lights,Chennai,Amadora Gourmet Ice Creams,300,4.7,500,,Wallace Garden,36,Ice Cream,Desserts,,,,,,,,,,,,,,,,,,,,,
12785,Sector 10 Rohini,Delhi,Pind Balluchi,400,3.8,100,,Metro Walk Mall,40,Mughlai,North Indian,,,,,,,,,,,,,,,,,,,,,
12952,Ballygunge,Kolkata,Zeeshan Park Circus,400,4.1,500,,Near 7 Point Crossing,63,Desserts,Mughlai,,,,,,,,,,,,,,,,,,,,,
12953,College Square,Kolkata,Food Station College Street,500,4.5,50,,Opp. Medical College Gate No. 1,39,Indian  Chinese  South Indian  Continental,,,,,,,,,,,,,,,,,,,,,,
13008,Anna Nagar,Chennai,Pantry D'Or,850,4.2,100,,6Th Avenue Main Road,65,Italian,Continental,,,,,,,,,,,,,,,,,,,,,
13079,Shalimar Bagh,Delhi,Chawla'S (Shalimar Bagh),400,4.2,50,,Bt Market Opp. Axis Bank,64,North Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
13103,Sector 10 Rohini,Delhi,Berco'S,600,4.1,100,,Metro Walk Mall,39,Chinese,Thai,,,,,,,,,,,,,,,,,,,,,
13179,Kothapet,Hyderabad,Kritunga Restaurant,500,4,1000,,Dilsukhnagar Main Road,49,Biryani,Andhra,,,,,,,,,,,,,,,,,,,,,
13219,Koramangala,Bangalore,Bistro Oui,800,4.2,100,,5Th Block,59,Continental,,,,,,,,,,,,,,,,,,,,,,
13320,Nungambakkam,Chennai,Kumarakom,450,4.3,500,,Parsn Complex,57,North Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
13434,Masab Tank,Hyderabad,Cafe 555 & Aqeeq Restaurant,300,3.9,5000,,Owaisi Pura,46,Biryani,North Indian,,,,,,,,,,,,,,,,,,,,,
13488,Alwarpet,Chennai,Frootster,150,4.1,100,,Cp Ramasaway,63,Healthy Food,Fast Food,,,,,,,,,,,,,,,,,,,,,
13500,Gopalapuram,Chennai,Mandarin Chinese Restaurant,350,4,500,,Gopalapuram,55,Chinese,,,,,,,,,,,,,,,,,,,,,,
13506,Thousand Lights,Chennai,Rangi'S,500,4.3,100,,Nungumbakkam,53,Chinese,,,,,,,,,,,,,,,,,,,,,,
13552,Banjara Hills,Hyderabad,Shadab Go,500,4.1,1000,,Road No 3,68,North Indian,Biryani,,,,,,,,,,,,,,,,,,,,,
13571,Ballygunge,Kolkata,Haji Saheb Park Circus,800,4.2,500,,Near Park Circus 7 Point Crossing,54,Mughlai,North Indian,,,,,,,,,,,,,,,,,,,,,
13578,Bidhannagar,Kolkata,The Sonnet,1200,2.9,80,,Near Isl Hospital,67,Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
13713,Thousand Lights,Chennai,Little Italy,1200,4.3,500,,Wallace Garden,48,Pizzas,Salads,,,,,,,,,,,,,,,,,,,,,
13806,Santacruz East,Mumbai,Mr. Chows,800,4.4,100,,Bkc,41,Chinese,Asian,,,,,,,,,,,,,,,,,,,,,
13940,Himayatnagar,Hyderabad,Eagles Pizza,150,3.7,500,,Himayathnagar Road,32,Pizzas,,,,,,,,,,,,,,,,,,,,,,
14002,Jayamahal,Bangalore,Five Star Chicken,300,4.3,50,,Jayamahal Extension,46,Biryani,,,,,,,,,,,,,,,,,,,,,,
14017,Thousand Lights,Chennai,Haagen Dazs,500,4.2,50,,Palavakkam,47,Ice Cream,Desserts,,,,,,,,,,,,,,,,,,,,,
14107,Alwarpet,Chennai,Cafe De Paris,500,2.9,80,,Alwarpet,69,Continental,,,,,,,,,,,,,,,,,,,,,,
14108,Alwarpet,Chennai,Sushi In A Box,1500,4.4,100,,Alwarpet,64,Japanese,,,,,,,,,,,,,,,,,,,,,,
14133,New Alipore,Kolkata,New Punjabi Hotel Ajanta,300,4.2,1000,,Opp Ajanta Cinema,86,North Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
14160,Kondhwa,Pune,Shee Chinese,400,4.3,100,,Kubera Park Lullanagar,59,Chinese,Asian,,,,,,,,,,,,,,,,,,,,,
14333,Andheri East,Mumbai,Cafe Coffee Day,300,3.9,50,,Gokul Regency,61,Beverages  Snacks  Desserts,,,,,,,,,,,,,,,,,,,,,,
14725,Chetpet,Chennai,Le Wrap Factorie,200,4.4,20,,Chetpet,57,Mexican,Continental,,,,,,,,,,,,,,,,,,,,,
14894,Madhura Nagar,Hyderabad,Rk Sweets And Juices,200,4.2,50,,Madhuranagar,63,Sweets  Desserts  Bakery  Beverages,,,,,,,,,,,,,,,,,,,,,,
14920,Mylapore,Chennai,Pedreno'S,1000,4.1,20,,Rk Salai,60,Italian,Italian-American,,,,,,,,,,,,,,,,,,,,,
14941,Aminjikarai,Chennai,Cafe Toastie Express,250,4.2,20,,Nelson Manickam Road,66,Fast Food,,,,,,,,,,,,,,,,,,,,,,
15012,Lake Town,Kolkata,The Pind Punjabi Dhaba,500,4.3,500,,Near Reiance Fresh,75,Punjabi,North Indian,,,,,,,,,,,,,,,,,,,,,
15071,Wanowrie,Pune,The Fat And The Sexy Chef,500,3.9,20,,Kedari Petrol Pump,78,American,Mexican,,,,,,,,,,,,,,,,,,,,,
15083,Wadgaon Sheri,Pune,The Bohemian Kitchen,300,4.5,100,,Opposite Water Tank Tempo Chowk Wadgaon Sheri,73,American,Italian,,,,,,,,,,,,,,,,,,,,,
15089,Anand Nagar,Pune,One Way Paratha,250,4.3,100,,Dahanukar Colony,73,North Indian,Fast Food,,,,,,,,,,,,,,,,,,,,,
15092,Anand Nagar,Pune,Pizza & Soup,500,2.9,80,,Anand Nagar,65,Italian,Pizzas,,,,,,,,,,,,,,,,,,,,,
15121,Kothrud,Pune,Sudit Su'S Chinese,350,4,100,,Dahanukar Colony,59,Chinese,,,,,,,,,,,,,,,,,,,,,,
15234,Paschim Vihar,Delhi,Hong Kong Express,450,4.3,100,,Avtar Enclave Paschim Vihar,50,Chinese,Thai,,,,,,,,,,,,,,,,,,,,,
15265,Beleghata,Kolkata,Bake O Cake,400,4.2,100,,Subhash Sarovar Park,49,Bakery,Continental,,,,,,,,,,,,,,,,,,,,,
15268,Bhowanipore,Kolkata,The Country House,500,4.3,100,,Near Forum Mall,57,Continental  Italian  Fast Food  Beverages  Desserts,,,,,,,,,,,,,,,,,,,,,,
15287,Andheri East,Mumbai,Punjab Depot,249,3.9,1000,,Marolsakinaka,48,North Indian,Tandoor,,,,,,,,,,,,,,,,,,,,,
